-2.2203555;-5.6100287;-0.25388205;-4.69893;-3.456067;0.44282222;-5.3378496;-1.655386;-12.843132;-10.643023;2.37023;-1.9671502;3.2847133;-13.97145;-7.9728394;-4.5502973;-2.1908226;-6.061461;-6.7323513;-10.743125;-6.5602794;-8.529148;-4.737433;-7.3652563;-2.8398361;-3.488258;-6.3805695;0.6616766;-3.1325831;-3.9690437;-6.0699334;-4.3372355;-6.06408;-0.8701936;-2.0560422;-4.12462;-7.748251;-7.1595397;-3.385552;-5.424699;-3.9503522;-6.704093;-2.8807893;-11.21381;0.5236726;-5.26983;-6.181981;-11.549442;-8.308155;-6.2889833;-8.17561;-7.554366;-6.9371996;5.268708;-2.5582197;-0.08598763;1.6379538;3.9093204;-0.15764329;-1.3343793;3.262751;-1.8551936;-3.5696282;-4.0164957;-0.10633832;-1.1957555;0.9574126;0.52082205;0.43166852;-4.9553165;0.5597265;-0.33024126;0.5335267;-1.1412854;-3.241834;-0.020849407;-4.0421543;-2.6156168;-6.09953;1.7879573;
3.395762;-10.522753;-5.9568577;-7.283789;-7.0015306;-5.4909143;-8.186741;-5.5109825;-12.002977;-12.955591;-1.7332681;-4.442813;-0.8995292;-11.351678;-5.8103695;-4.856576;-6.606552;-6.7633953;-9.340221;-10.681201;-6.8409543;-9.389366;-4.0151196;-5.483462;-7.297379;-6.6748433;-11.18105;-2.4510276;-5.314399;-7.7424874;-9.078987;-6.2478967;-6.6794963;-4.9269056;-2.5258656;-6.8801303;-8.019555;-7.7029696;-6.124894;-6.274802;-5.853215;-8.462324;-4.160699;-14.478242;-2.429455;-7.537984;-6.771924;-13.624092;-9.469458;-7.362926;-9.980839;-8.823246;-10.685726;2.3959465;-4.0560656;-1.6049647;-0.55411637;2.3777947;-0.85159373;-4.3859196;1.9783716;-0.573388;-5.231351;-4.4844174;-1.2951498;-2.084259;1.5751433;0.3267824;0.15266153;-7.818759;-0.30185008;-2.9652658;0.5262829;-0.90981317;-2.1281688;-2.0500677;-3.3070586;-3.287962;-6.782249;7.1904144;
2.7606335;-12.551637;-7.446457;-9.662336;-8.23398;-6.5127907;-10.188107;-6.2879725;-14.693686;-14.24823;-2.7581112;-6.481906;-1.3597554;-13.874789;-7.8415155;-6.2431707;-7.9612937;-8.7077875;-10.615572;-12.776197;-8.210783;-10.785284;-5.9009047;-5.836834;-7.6583414;-8.392552;-13.995875;-2.7573502;-7.2641206;-9.218845;-10.938168;-7.253733;-8.57645;-5.61672;-4.146704;-8.760246;-10.150051;-9.576035;-8.078337;-7.7583046;-8.087834;-10.662288;-5.763544;-15.318266;-3.1506402;-8.548341;-8.125471;-14.984831;-11.003204;-8.418554;-12.257165;-11.469292;-12.005018;2.1816568;-4.4142976;-0.7061577;0.781257;2.2518446;-1.595013;-3.7784295;0.7505905;-2.1247916;-7.2014585;-4.202736;-1.0869536;-2.5732722;0.24116233;-1.7374284;-0.2551875;-8.777729;-0.9216223;-3.6162858;1.4109025;-2.3263903;-3.6518612;-3.6791117;-3.388582;-3.6269603;-8.220375;10.605143;
3.0465598;-15.053358;-8.534432;-10.924492;-9.0063;-6.3710504;-13.447685;-6.5906377;-17.975845;-16.365479;-3.4322119;-5.2322807;-0.6753144;-18.68385;-9.603672;-10.13446;-8.250961;-11.076105;-11.231398;-15.539486;-10.362296;-14.128237;-8.833734;-7.3320756;-11.638998;-11.081916;-14.56198;-3.4527173;-9.04305;-9.865976;-12.16541;-9.479959;-12.151549;-6.9876986;-5.8133154;-10.64332;-13.375228;-11.568357;-11.072906;-9.983458;-11.114102;-12.311596;-8.30136;-16.451897;-5.294164;-12.462806;-11.246501;-16.596127;-14.037694;-12.745252;-17.35702;-14.208227;-14.668819;3.0083444;-5.0787153;-1.452149;-0.33383256;2.939876;-1.1240555;-4.536558;-0.15564865;-3.8680224;-9.11002;-5.278138;-0.3460854;-4.476353;-0.47924644;-0.52529097;-0.46696746;-10.6402;-1.8383634;-6.6903524;1.1920397;-3.520164;-5.585108;-6.970739;-4.518476;-5.3341317;-8.753618;13.360033;
0.44150853;-15.699568;-7.7106957;-9.551345;-8.343533;-5.0291433;-13.266553;-12.339292;-15.493563;-17.897696;-5.656164;-5.6289735;-1.3364451;-15.680431;-8.564426;-9.283845;-6.480091;-7.698884;-14.010656;-10.027788;-7.432065;-14.867579;-7.6750445;-10.078609;-13.247635;-13.583598;-16.08689;-5.8309255;-8.218828;-10.903469;-8.566015;-6.9671493;-10.924916;-9.055802;-9.940128;-9.50548;-10.348838;-12.801799;-13.186113;-12.269485;-7.6387043;-9.905924;-10.334928;-15.572729;-9.90314;-9.096056;-12.487434;-13.119376;-14.878509;-13.202557;-14.245116;-13.018077;-13.247128;2.4643304;-4.210353;0.66869634;-0.74107575;2.0280151;-3.3993096;-7.263389;-5.5761566;-0.70131135;-4.4372673;-7.9152293;0.8058819;-5.7037487;0.47475302;2.940084;-0.66820765;-13.55096;-0.9114547;0.12127817;-1.5302205;-1.526259;-2.3752203;-6.2769156;-3.3922806;-5.0652404;-3.8914194;11.758078;
-2.1066127;-12.950842;-7.828622;-9.293751;-5.9237814;-5.5199995;-7.1497483;-9.295393;-16.919216;-15.473341;-3.733204;-4.96758;0.40187407;-16.74171;-5.9929743;-5.732375;-10.257499;-12.382355;-9.059507;-9.742167;-7.6479526;-19.656187;-10.99584;-10.868749;-11.197597;-8.357978;-16.083874;-3.499435;-8.50639;-6.59697;-5.0261564;-7.4087873;-10.906299;-10.986853;-12.195585;-7.6089373;-4.7634883;-10.142391;-9.766159;-8.0157995;-5.8793325;-2.7516427;-9.616476;-10.483366;-11.793957;-10.479612;-11.249672;-8.116587;-10.710066;-12.783377;-8.101629;-10.087229;-12.413232;-0.014013767;-3.7074718;1.8518572;5.5308294;0.89376354;-6.876382;-6.741023;-7.465864;0.8581142;-4.2503915;-5.916769;0.71100366;-4.921773;-0.045609355;4.567502;-3.0638936;-9.254641;0.81775784;-3.6302702;-4.700668;1.7613895;-0.3700821;-6.220394;-4.1290092;-6.430592;-5.3075333;10.960798;
-4.357255;-13.709293;-7.8988347;-12.012201;-6.8166466;-8.07295;-8.68505;-9.72864;-20.064346;-17.68607;-7.6186504;-6.0868196;-3.9046278;-11.340478;-3.2571113;-7.7274895;-9.213953;-14.01125;-8.387766;-13.461082;-4.8304276;-17.538368;-12.088501;-9.815479;-15.429689;-12.071543;-17.539335;-5.584671;-10.225383;-6.737412;-2.2874067;-7.4458485;-16.354984;-11.332428;-11.276075;-6.2633085;-4.533206;-9.916004;-7.57098;-10.302887;-6.1973896;-2.2032707;-10.0322075;-6.8945713;-10.279302;-12.889475;-8.989991;-6.480616;-10.618517;-13.827048;-12.0838585;-8.148009;-14.164013;0.89329046;-3.0337374;2.0930448;8.942861;3.1015322;-6.7750654;-5.852908;-1.6230323;0.8483441;-4.018042;-3.1919334;5.101225;-3.71191;-1.0807972;5.7317963;-6.102774;-7.0313673;-0.22645622;-4.779494;-0.9720261;0.46976265;-2.6496408;-8.383639;-7.3200846;-5.417222;-14.87363;6.958297;
-5.255374;-11.207873;-6.901513;-10.845625;-4.3018975;-4.9535046;-3.41545;-9.229267;-20.72718;-15.166698;-5.4290895;-7.4925833;-4.8055644;-9.37618;-4.5586414;-7.183127;-9.142191;-15.390158;-8.401289;-13.386551;-3.9028797;-17.506285;-11.310169;-12.031294;-15.489586;-10.223934;-17.38964;-7.3217983;-9.400806;-6.7343855;-1.7253163;-6.878856;-18.323536;-8.91313;-10.323061;-5.2107806;-5.7333803;-12.048678;-4.559853;-9.398968;-5.0628276;-4.522334;-11.267929;-8.513279;-8.646308;-14.840511;-9.199773;-6.768688;-10.125364;-11.159745;-17.115753;-6.815727;-15.475346;-1.012052;-2.3606691;0.29153955;9.3726015;3.6406736;-5.388553;-5.9749155;-0.9021019;2.54481;-3.4038594;-2.4005158;7.2019343;-4.155669;-1.6355746;3.0201159;-4.358915;-10.368037;-0.04689145;-6.3191805;-0.2547412;-0.5031171;-1.2842339;-8.620534;-10.382306;-5.397998;-13.737254;7.2300243;
-1.0430933;-12.0991535;-7.8568788;-8.565111;-3.8664603;-3.2709866;-4.584734;-8.081407;-16.7816;-12.981684;-5.3776293;-3.2028213;-3.911374;-9.991871;-5.971443;-7.897288;-8.503065;-11.457804;-7.799627;-9.465996;-6.9013805;-17.13346;-11.362713;-9.961546;-11.3771;-7.7285395;-16.708;-8.043247;-11.136727;-8.55471;-5.6428685;-6.1226277;-16.295269;-10.69267;-13.025261;-4.1744785;-7.3552246;-16.013332;-8.359321;-10.13238;-10.8997345;-5.7052946;-10.666072;-10.999807;-9.926084;-13.031883;-12.790763;-9.827128;-13.340383;-11.022847;-14.395411;-10.650084;-14.964126;1.0712235;-4.0330076;-1.1920664;4.0491233;3.4025729;-8.6317215;-6.171088;-4.584057;3.6167524;-3.742424;-5.6307364;2.0129395;-1.8043432;-0.6328396;2.0121336;-3.8051524;-8.770418;-1.569875;-4.635263;-5.315807;-1.710428;-0.94459295;-10.434183;-9.452379;-5.436886;-9.7789755;14.655133;
-2.0255337;-9.558683;-1.116092;-7.220332;-6.0071325;-0.14571786;-5.231453;-5.516124;-12.307072;-12.881187;-2.7664676;-5.6797204;-1.2090335;-10.959034;-5.5372305;-6.4240294;-8.172502;-11.748381;-5.8225994;-11.499494;-7.3759966;-14.458662;-11.987403;-7.728429;-11.431597;-6.1558895;-13.779973;-5.28579;-9.549447;-7.895272;-1.034642;-7.199686;-13.846353;-9.315108;-7.659356;-3.5016851;-5.0719485;-11.80309;-6.44197;-7.899143;-6.9916234;-4.694375;-10.109755;-9.13081;-7.276327;-10.377011;-9.074964;-6.976863;-10.558986;-9.156794;-11.029888;-8.030815;-10.40471;2.0238206;1.3797113;-0.86439973;10.356962;1.6159708;-6.2127075;-3.9671445;-3.8182278;1.9202216;-3.8939795;-4.7297964;2.9112282;-1.2896476;-0.4543024;1.432042;-6.022952;-7.740547;-0.43822986;-2.2044919;-1.034488;-4.672078;-3.1720006;-9.134017;-5.293433;-2.8423598;-9.598522;7.4657917;
